username,location,following,followers,totaltweets,tweetcreatedts,hashtags,query,text,retweet,party,targeted
TTHAgain,Universe,644,290,10367,2020-10-01 20:48:38,[],@F_azarkan,"Morgen @gertjansegers met Roy Donders?Dan nog @MarijnissenL met Matsoe Matsoe, @jesseklaver met Dumb and Dumber Roelvink en voor @F_azarkan is er misschien nog een parkiet die ‘loserloserloser’ kan zeggen als je hem aan zijn staart trekt.Want daar zitten we ook op te wachten. https://t.co/ScziwQl3qB",True,DENK,True
JohnRiddering,"Hengelo, Nederland",101,1124,65823,2020-10-01 20:47:47,[],@F_azarkan,"Morgen @gertjansegers met Roy Donders?Dan nog @MarijnissenL met Matsoe Matsoe, @jesseklaver met Dumb and Dumber Roelvink en voor @F_azarkan is er misschien nog een parkiet die ‘loserloserloser’ kan zeggen als je hem aan zijn staart trekt.Want daar zitten we ook op te wachten. https://t.co/ScziwQl3qB",True,DENK,True
sjsierdsema,,129,247,18144,2020-10-01 20:47:03,[],@F_azarkan,"@cuyahoga_ @gertjansegers @MarijnissenL @jesseklaver @F_azarkan 🤣🤣🤣Vreselijk gênant dit !Het kon haar, zijn, het z’n queer oma zijn ! 😂",False,DENK,True
Oylesine_Biri77,"Nijmegen, Nederland",93,122,1049,2020-10-01 20:45:34,[],@F_azarkan,@rationele @KVerlouw @Sessine @BartBlaauw @IcarNur @F_azarkan Ik zie de realiteit in en nodig jou uit om dat ook te doen. Antwoorden op al je vragen zul je in de Koran vinden.,False,DENK,True
rationele,aarde,22,7,869,2020-10-01 20:38:42,[],@F_azarkan,@Oylesine_Biri77 @KVerlouw @Sessine @BartBlaauw @IcarNur @F_azarkan Daar heb je dan wel weer gelijk in. Maar weer ga je niet in op wat ik eerder zei. Het is duidelijk dat je de realiteit niet wilt zien of ook maar een beetje (v)erkennen.. Je eigen wil is goed gesloten. Wat ik al eerder zei.,False,DENK,True
rolf_hofsink,Everywhere,1313,1046,8482,2020-10-01 20:34:25,[],@F_azarkan,"Morgen @gertjansegers met Roy Donders?Dan nog @MarijnissenL met Matsoe Matsoe, @jesseklaver met Dumb and Dumber Roelvink en voor @F_azarkan is er misschien nog een parkiet die ‘loserloserloser’ kan zeggen als je hem aan zijn staart trekt.Want daar zitten we ook op te wachten. https://t.co/ScziwQl3qB",True,DENK,True
sebzz1979,,73,8,1076,2020-10-01 20:33:25,[],@F_azarkan,@Oylesine_Biri77 @BartBlaauw @IcarNur @F_azarkan Beetje overdreven is het niet om wat blaadjes uit een boekje,False,DENK,True
Oylesine_Biri77,"Nijmegen, Nederland",93,122,1049,2020-10-01 20:33:21,[],@F_azarkan,@rationele @KVerlouw @Sessine @BartBlaauw @IcarNur @F_azarkan Er is een verschil tussen een mythe en feit.,False,DENK,True
cuyahoga_,Netherlands,1481,3628,23697,2020-10-01 20:32:54,[],@F_azarkan,"Morgen @gertjansegers met Roy Donders?Dan nog @MarijnissenL met Matsoe Matsoe, @jesseklaver met Dumb and Dumber Roelvink en voor @F_azarkan is er misschien nog een parkiet die ‘loserloserloser’ kan zeggen als je hem aan zijn staart trekt.Want daar zitten we ook op te wachten. https://t.co/ScziwQl3qB",False,DENK,True
Oylesine_Biri77,"Nijmegen, Nederland",93,122,1049,2020-10-01 20:31:41,[],@F_azarkan,@rationele @KVerlouw @Sessine @BartBlaauw @IcarNur @F_azarkan Ik zou zeggen kijk verder dan je neus lang is. De evolutietheorie is nooit bewezen. Dat zal ook nooit gebeuren😉 Ik zie hier enkel en alleen ontwijkende antwoorden vanuit jouw kant.,False,DENK,True
